period,entries,exits,firms,maxage,minage,avgage,actfirms,inactfirms,surviv,wmc,avgproxopt,price,totoutput,avgoutput,magtechshock
1,40,21,40,0,0,0.0,32,8,19,44.98712998712997,0.529296875,54.734848484848484,981.0606060606062,30.658143939393945,0
2,25,25,44,1,0,0.4318181818181818,40,4,19,44.104083478379565,0.5434895833333333,51.85467479674798,992.5813008130099,24.814532520325248,0
3,25,28,44,2,0,0.75,44,0,16,43.78588943725366,0.5423768939393939,51.412037037037045,994.3518518518529,22.598905723905748,0
4,34,29,50,3,0,0.74,39,11,21,42.90323705874146,0.5523504273504274,51.14583333333334,995.4166666666682,25.52350427350431,0
5,18,17,39,4,0,1.4871794871794872,39,0,22,42.456597222222214,0.5641025641025642,49.99999999999999,999.9999999999991,25.641025641025617,0
6,14,15,36,5,0,2.1666666666666665,36,0,21,42.261300867996844,0.5668402777777778,50.25337837837838,998.9864864864865,27.749624624624623,0
7,12,8,33,6,0,2.757575757575758,33,0,25,41.71558859595342,0.5741792929292928,50.15318627450981,999.387254901961,30.284462269756393,0
8,9,8,34,7,0,3.411764705882353,34,0,26,41.01052787663109,0.5827205882352942,49.10714285714285,1003.5714285714268,29.516806722689026,0
9,8,6,34,8,0,3.9411764705882355,34,0,28,40.637951450562475,0.5873161764705883,48.66071428571428,1005.3571428571418,29.569327731092404,0
10,5,8,33,9,0,4.787878787878788,33,0,25,40.55895114416939,0.588699494949495,48.7438725490196,1005.0245098039206,30.455288175876383,0
11,5,4,30,10,0,5.0,30,0,26,40.35156773415516,0.5913194444444443,49.227150537634415,1003.0913978494634,33.436379928315446,0
12,8,10,34,11,0,5.176470588235294,34,0,24,38.85565248143348,0.5989583333333333,47.529761904761905,1009.8809523809517,29.702380952380935,0
13,6,5,30,12,0,5.733333333333333,30,0,25,38.6789146976372,0.6010416666666666,48.28629032258065,1006.8548387096772,33.56182795698924,0
14,7,7,32,13,0,6.15625,32,0,25,38.5979448057362,0.6028645833333333,47.60101010101011,1009.595959595961,31.54987373737378,0
15,2,2,27,14,0,7.333333333333333,27,0,25,38.29539009715441,0.6076388888888888,48.549107142857146,1005.8035714285714,37.25198412698413,0
16,7,5,32,15,0,6.96875,32,0,27,38.51770833333337,0.6041666666666665,47.474747474747495,1010.1010101010121,31.565656565656628,0
17,7,5,34,16,0,7.352941176470588,34,0,29,38.22521252007676,0.606924019607843,46.755952380952394,1012.9761904761924,29.793417366946837,0
18,2,2,31,17,0,9.0,31,0,29,38.07590148100449,0.6092069892473118,47.23307291666667,1011.0677083333342,32.61508736559143,0
19,2,1,31,18,0,9.935483870967742,31,0,30,37.85017046185515,0.6118951612903225,46.97265625000001,1012.1093750000007,32.64868951612905,0
20,4,5,34,19,0,9.5,34,0,29,37.943460064147686,0.610906862745098,46.36904761904763,1014.5238095238104,29.83893557422972,0
21,0,0,29,20,2,11.827586206896552,29,0,29,37.735935495693596,0.6135057471264368,47.36111111111111,1010.5555555555554,34.84674329501915,0
22,2,2,31,21,0,12.0,31,0,29,37.85017046185515,0.6118951612903225,46.97265625000001,1012.1093750000007,32.64868951612905,0
23,0,0,29,22,4,13.827586206896552,29,0,29,37.735935495693596,0.6135057471264368,47.36111111111111,1010.5555555555554,34.84674329501915,0
24,3,4,32,23,0,13.4375,32,0,28,37.872886285263185,0.6116536458333333,46.74873737373738,1013.0050505050513,31.656407828282852,0
25,4,1,32,24,0,13.15625,32,0,31,38.587806556556565,0.6015625,47.72727272727273,1009.0909090909088,31.5340909090909,3
26,3,7,34,25,0,13.294117647058824,34,0,27,38.65149016374131,0.6007965686274509,47.35119047619048,1010.5952380952389,29.72338935574232,0
27,5,4,32,26,0,14.03125,32,0,28,38.34828311872317,0.6038411458333333,47.506313131313135,1009.974747474748,31.561710858585876,0
28,1,1,29,27,0,15.551724137931034,29,0,28,39.08686225666577,0.5955459770114944,49.09722222222221,1003.6111111111089,34.60727969348652,4
29,3,1,31,28,0,14.774193548387096,31,0,30,38.9573090524863,0.5971102150537635,48.40494791666666,1006.380208333332,32.463877688172,0
30,3,5,33,29,0,14.787878787878787,33,0,28,39.003869843585385,0.5965909090909092,47.97794117647058,1008.0882352941164,30.548128342245953,0
31,4,5,32,30,0,14.65625,32,0,27,38.888105975197284,0.5986328125,48.01136363636363,1007.954545454545,31.498579545454533,0
32,2,3,29,31,0,15.551724137931034,29,0,26,38.69871485112063,0.6016522988505746,48.50694444444445,1005.972222222223,34.68869731800769,0
33,4,3,30,32,0,15.133333333333333,30,0,27,38.69063500533617,0.6027777777777779,48.11827956989247,1007.5268817204302,33.58422939068101,0
34,6,5,33,33,0,14.575757575757576,33,0,28,38.65489405151846,0.6019570707070707,47.45710784313725,1010.1715686274504,30.611259655377285,0
35,0,1,28,34,1,17.214285714285715,28,0,27,38.330361388492605,0.6078869047619049,48.20402298850574,1007.1839080459768,35.970853858784885,0
36,4,4,31,35,0,15.806451612903226,31,0,27,38.466993295513156,0.6061827956989247,47.526041666666664,1009.8958333333327,32.57728494623654,0
37,3,2,30,36,0,17.233333333333334,30,0,28,37.98215553189603,0.6090277777777777,47.513440860215056,1009.9462365591398,33.66487455197133,0
38,2,2,30,37,0,18.166666666666668,30,0,28,37.633167220376535,0.6128472222222222,47.14381720430107,1011.4247311827951,33.71415770609317,0
39,0,1,28,38,1,19.142857142857142,28,0,27,37.51629687574076,0.6156994047619048,47.44971264367816,1010.2011494252876,36.07861247947456,0
40,4,1,31,39,0,16.93548387096774,31,0,30,38.2785229476406,0.5991263440860215,48.209635416666664,1007.1614583333329,32.48907930107526,7
41,4,5,34,40,0,15.882352941176471,34,0,29,38.3197847942193,0.6004901960784313,47.38095238095239,1010.4761904761912,29.71988795518209,0
42,1,1,30,41,0,17.7,30,0,29,38.165076929918165,0.6027777777777779,48.118279569892465,1007.5268817204293,33.584229390680974,0
43,2,0,31,42,0,18.06451612903226,31,0,31,38.110910342453955,0.603494623655914,47.786458333333336,1008.8541666666672,32.54368279569894,0
44,3,3,34,43,0,17.38235294117647,34,0,31,38.190357072787904,0.6026348039215685,47.17261904761906,1011.3095238095254,29.74439775910369,0
45,1,1,32,44,0,19.4375,32,0,31,38.139041723979815,0.6031901041666666,47.56944444444445,1009.722222222223,31.553819444444468,0
46,2,2,33,45,0,19.78787878787879,33,0,31,38.1568841458485,0.6029040404040403,47.36519607843138,1010.5392156862756,30.622400475341685,0
47,1,2,32,46,0,21.1875,32,0,30,39.90576020450926,0.5891927083333335,48.92676767676766,1004.2929292929273,31.384154040403978,5
48,7,5,37,47,0,18.62162162162162,37,0,32,39.595098465102836,0.5923423423423424,47.5877192982456,1009.6491228070154,27.287814129919333,0
49,1,1,33,48,0,21.818181818181817,33,0,32,39.47849478722971,0.5937500000000002,48.25367647058822,1006.985294117645,30.514705882352878,0
50,4,2,36,49,0,20.88888888888889,36,0,34,39.32500743383884,0.5949074074074074,47.522522522522515,1009.9099099099085,28.053053053053013,0
